date;item_id;item_name;volume;unit_price;unit_cost;promo_flag;marketing;category_net_sales;category_margin;category1;category2;location
25/11/2018;101;Chocolate bar;42700.0;0.75;0.42;0;;745500.0;0.35;Sweet;Food;Espoo
02/12/2018;101;Chocolate bar;45565.0;0.75;0.42;0;;763175.0;0.35;Sweet;Food;Espoo
09/12/2018;101;Chocolate bar;39570.0;0.75;0.42;0;;675810.0;0.35;Sweet;Food;Espoo
16/12/2018;101;Chocolate bar;43055.0;0.75;0.42;0;;707070.0;0.35;Sweet;Food;Espoo
23/12/2018;101;Chocolate bar;27555.0;0.75;0.42;0;;479015.0;0.35;Sweet;Food;Espoo
30/12/2018;101;Chocolate bar;16525.0;0.75;0.42;0;;324830.0;0.35;Sweet;Food;Espoo
07/01/2018;102;Meatballs;15484.0;2.69;1.86;0;;697176.0;0.25;Meat;Food;Espoo
14/01/2018;102;Meatballs;18908.0;2.69;1.93;0;;927316.0;0.25;Meat;Food;Espoo
21/01/2018;102;Meatballs;18308.0;2.69;1.87;0;;876968.0;0.25;Meat;Food;Espoo
28/01/2018;102;Meatballs;17016.0;2.69;1.88;0;;906644.0;0.25;Meat;Food;Espoo
04/02/2018;102;Meatballs;21972.0;2.69;1.87;0;;920376.0;0.25;Meat;Food;Espoo
11/02/2018;102;Meatballs;24332.0;2.69;1.87;0;;918916.0;0.25;Meat;Food;Espoo
18/02/2018;102;Meatballs;22500.0;2.69;1.98;0;;880076.0;0.25;Meat;Food;Espoo
25/02/2018;102;Meatballs;24240.0;2.69;1.9;0;;869528.0;0.25;Meat;Food;Espoo
04/03/2018;102;Meatballs;26592.0;2.69;1.86;0;;911392.0;0.25;Meat;Food;Espoo
11/03/2018;102;Meatballs;24852.0;2.69;1.86;0;;917608.0;0.25;Meat;Food;Espoo
18/03/2018;102;Meatballs;26820.0;2.69;1.88;0;;929548.0;0.25;Meat;Food;Espoo
25/03/2018;102;Meatballs;59856.0;2.29;1.49;1;Traffic driver (Leaflet);1047400.0;0.25;Meat;Food;Espoo
01/04/2018;102;Meatballs;54256.0;2.29;1.61;1;Traffic driver (Leaflet);1030652.0;0.25;Meat;Food;Espoo
08/04/2018;102;Meatballs;20228.0;2.69;2.05;0;;919836.0;0.25;Meat;Food;Espoo
15/04/2018;102;Meatballs;23780.0;2.69;2.09;0;;924200.0;0.25;Meat;Food;Espoo
22/04/2018;102;Meatballs;21352.0;2.69;1.96;0;;924724.0;0.25;Meat;Food;Espoo
29/04/2018;102;Meatballs;20096.0;2.69;1.88;0;;924876.0;0.25;Meat;Food;Espoo
06/05/2018;102;Meatballs;20884.0;2.69;1.89;0;;784124.0;0.25;Meat;Food;Espoo
13/05/2018;102;Meatballs;22700.0;2.69;1.88;0;;880328.0;0.25;Meat;Food;Espoo
20/05/2018;102;Meatballs;98192.0;1.99;1.52;1;Newspaper;1005752.0;0.25;Meat;Food;Espoo
27/05/2018;102;Meatballs;0.0;2.69;1.54;0;;1002284.0;0.25;Meat;Food;Espoo
03/06/2018;102;Meatballs;20272.0;2.69;1.9;0;;1020000.0;0.25;Meat;Food;Espoo
10/06/2018;102;Meatballs;21272.0;2.69;1.9;0;;1021184.0;0.25;Meat;Food;Espoo
17/06/2018;102;Meatballs;21212.0;2.69;1.89;0;;1040288.0;0.25;Meat;Food;Espoo
24/06/2018;102;Meatballs;18660.0;2.69;1.88;0;;832684.0;0.25;Meat;Food;Espoo
01/07/2018;102;Meatballs;82188.0;1.99;1.54;1;Traffic driver (Leaflet);963952.0;0.25;Meat;Food;Espoo
08/07/2018;102;Meatballs;78328.0;1.99;1.53;1;Traffic driver (Leaflet);955644.0;0.25;Meat;Food;Espoo
15/07/2018;102;Meatballs;20888.0;2.49;1.88;0;;794452.0;0.25;Meat;Food;Espoo
22/07/2018;102;Meatballs;20360.0;2.49;1.95;0;;797336.0;0.25;Meat;Food;Espoo
29/07/2018;102;Meatballs;25496.0;2.49;1.9;0;;832348.0;0.25;Meat;Food;Espoo
05/08/2018;102;Meatballs;26584.0;2.49;1.92;0;;936288.0;0.25;Meat;Food;Espoo
12/08/2018;102;Meatballs;25236.0;2.49;1.88;0;;935528.0;0.25;Meat;Food;Espoo
19/08/2018;102;Meatballs;23072.0;2.49;1.88;0;;1010592.0;0.25;Meat;Food;Espoo
26/08/2018;102;Meatballs;19608.0;2.49;1.87;0;;989196.0;0.25;Meat;Food;Espoo
02/09/2018;102;Meatballs;20400.0;2.49;1.92;0;;1070228.0;0.25;Meat;Food;Espoo
09/09/2018;102;Meatballs;24312.0;2.49;2.06;0;;1043248.0;0.25;Meat;Food;Espoo
16/09/2018;102;Meatballs;106284.0;1.99;1.52;1;Traffic driver (Leaflet);1155940.0;0.25;Meat;Food;Espoo
23/09/2018;102;Meatballs;95308.0;1.99;1.52;1;Traffic driver (Leaflet);1141996.0;0.25;Meat;Food;Espoo
30/09/2018;102;Meatballs;97400.0;1.99;1.52;1;Traffic driver (Leaflet);1145700.0;0.25;Meat;Food;Espoo
07/10/2018;102;Meatballs;20104.0;2.59;1.87;0;;905316.0;0.25;Meat;Food;Espoo
14/10/2018;102;Meatballs;20476.0;2.59;2.0;0;;882740.0;0.25;Meat;Food;Espoo
21/10/2018;102;Meatballs;18844.0;2.59;1.88;0;;982748.0;0.25;Meat;Food;Espoo
28/10/2018;102;Meatballs;19488.0;2.59;1.95;0;;956016.0;0.25;Meat;Food;Espoo
04/11/2018;102;Meatballs;18540.0;2.59;1.93;0;;940692.0;0.25;Meat;Food;Espoo
11/11/2018;102;Meatballs;18456.0;2.59;1.93;0;;929556.0;0.25;Meat;Food;Espoo
18/11/2018;102;Meatballs;19320.0;2.59;1.88;0;;918140.0;0.25;Meat;Food;Espoo
25/11/2018;102;Meatballs;19960.0;2.59;1.87;0;;905212.0;0.25;Meat;Food;Espoo
02/12/2018;102;Meatballs;92476.0;1.99;1.52;1;Traffic driver (Leaflet);1052888.0;0.25;Meat;Food;Espoo
09/12/2018;102;Meatballs;71052.0;1.99;1.54;1;Traffic driver (Leaflet);1022840.0;0.25;Meat;Food;Espoo
16/12/2018;102;Meatballs;16320.0;2.59;2.01;0;;889268.0;0.25;Meat;Food;Espoo
23/12/2018;102;Meatballs;19320.0;2.59;2.11;0;;636272.0;0.25;Meat;Food;Espoo
30/12/2018;102;Meatballs;17128.0;2.59;1.9;0;;560412.0;0.25;Meat;Food;Espoo
